content,actual_title,predicted_simple,predicted_zero_shot,predicted_few_shot,predicted_refined,predicted_fine_tuned
بر اساس اعلام سایت رسمی جودو، سعید مولایی به آلمان درخواست پناهندگی داده است. در “مستند عملیات المپیک” که در تاریخ 19 مرداد 1400 از شبکه سه سیما پخش شد این موضوع مطرح شد که “سعید مولایی به آلمان درخواست پناهندگی داده است.” وب سایت رسمی جودو در گزارشی از زندگی سعید مولایی در اول سپتامبر 2019 نوشته است: سعید مولایی برای یک زندگی واقعی تلاش کرد و در نهایت پیروز شد. در این گزارش آمده است: بعد از باخت‌های مصلحتی سعید مولایی در سال 2019، دبیر کل فدراسیون جهانی جودو به همراه عضو کمیته بین‌المللی جودو نزد سعید مولایی رفتند و راهکارهای قانونی برای احقاق حقوق خود را به او گوشزد کردند. در ادامه، سعید مولایی با آقای ویزر، رئیس فدراسیون جهانی جودو دیدار کرد؛ آقای ویزر به او قول حمایت کامل داد. اقای ویزر به او گفته است که یا باید به ایران برگشته و محرومیت‌ها را پشت سر بگذارد و یا اینکه برای رهایی از شرایط موجود دیگر به کشورش باز نگردد. در این گزارش آمده است که سعید مولایی گفته من می‌توانستم قهرمان جهان شوم. من سخت تمرین و تلاش زیادی کرده ام. امروز، من با قهرمان المپیک، دارنده مدال برنز المپیک و سایر حریفان جنگیدم و پیروز شدم. من حتی آرزوی قهرمانی امروز را داشتم. اما این سرنوشت من نبود. من به دلیل وجود قانون در کشورم و از ترس عواقبی که برای خانواده و خودم نتوانستم رقابت کنم. بعد از این اظهارات، سعید مولایی با همراهی و همکاری فدراسیون جهانی جودو به آلمان رفت و در آنجا مراحل قانونی برای پناهندگی را دنبال کرد. سایت “ورزش سه” در تاریخ 11 آبان 1398 نوشت: سعید ملایی که بعد از مسابقات جهانی جودوی 2019 به میزبانی ژاپن به ایران بازنگشت و به آلمان سفر کرد، اعلام کرده بود درخواست پناهندگی نداده و با ویزایی که از قبل داشته، در آلمان اقامت دارد. در همین حال، خبر سایت فدراسیون جهانی جودو مبنی بر پذیرش پناهندگی سعید مولایی، پاسخ همه گمانه زنی ها بود و نشان می‌داد که سعید مولایی درخواست پناهندگی خود را تقدیم آلمان کرده است. تصویر خبر درخواست پناهندگی سعید مولایی به آلمان,سعید مولایی به آلمان درخواست پناهندگی داده است.,سعید مولایی به آلمان پناهندگی می‌دهد,سعید مولایی درخواست پناهندگی به آلمان داده و فدراسیون جهانی جودو این موضوع را تایید کرده است.,سعید مولایی درخواست پناهندگی خود را به آلمان تقدیم کرد,سعید مولایی درخواست پناهندگی خود را به آلمان تقدیم کرده است.,سعید مولایی به آلمان درخواست پناهندگی داده است.
یک کاربر توییتر نوشته که رحیم مشاعی و حمید بقایی هر دو آزاد هستند و یکی در شمال کشور و در تنهایی مشغول زندگی است و دیگری دچار بیماری عصبی شده است. به گزارش پایگاه خبری دولت بهار در تاریخ 5 خرداد 1400، محمود احمدی‌نژاد بعد از اطلاع از عدم احراز صلاحیتش توسط شورای نگهبان، با انتشار بیانیه تصویری ضمن اعلام اعتراض خود نسبت به این رای، در مورد دو همراه همیشگی خود، رحیم مشایی و حمید بقایی گفت که «آقای مشایی را آنقدر تحت فشار قرار دادند که امروز در نقطه نامعلومی در شمال کشور خود را از جامعه کنار کشیده و به تنهایی زندگی می کند.» و در مورد آقای حمید بقایی نیز گفت: «بلایی به  سرش(بقایی) می آورند که روزانه دهها قرص اعصاب می خورد و نمی تواند تعادلش را در راه رفتن حفظ کند و از انجام امور شخصی و خانوادگی خود ناتوان است.»,رحیم مشایی در شمال کشور و دور از مردم زندگی می‌کند و حمید بقایی به بیماری عصبی دچار شده است.,آزادی مشایی و بقایی: احمدی‌نژاد از وضعیت آن‌ها ابراز نگرانی کرد,رحیم مشایی و حمید بقایی پس از اعتراض احمدی‌نژاد، در تنهایی و با مشکلات سلامتی زندگی می‌کنند.,رحیم مشایی و حمید بقایی به تنهایی و با مشکلات سلامتی زندگی می‌کنند.,رحیم مشایی و حمید بقایی به تنهایی و با مشکلات سلامتی زندگی می‌کنند,محمود احمدی‌نژاد گفته است که رحیم مشایی در شمال کشور تنهایی زندگی می‌کند و حمید بقایی دچار بیماری عصبی شده است.
رضا سیفی، سردبیر استان‌های خبرگزاری فارس در توییتر مدعی شده است، اولین فیش حقوقی نجومی در خرداد سال ۹۵ از بیمه مرکزی منتشر شد که در آن زمان آقای همتی مدیر بیمه مرکزی بود. بر اساس گزارش خبرگزاری ایسنا در تاریخ ۲۲ اردیبهشت ۹۵، محمد ابراهیم امین، رئیس کل بیمه مرکزی در ادامه افشای فیش های حقوقی نجومی استعفا کرد. برهمین اساس، در زمانی که حقوق های نجومی به مدیران بیمه مرکزی پرداخت شده است، محمد ابراهیم امین، ریاست بیمه را برعهده داشته است. اولین عکس منتشر شده مربوط به پرداختی در اسفند ماه سال ۹۴ است که آقای امین عهده دار ریاست کل مرکزی بیمه بوده است. (تصویر فیش حقوقی نجومی منتشر شده در خبرگزاری مهر) پس از آن استعفای محمد ابراهیم امین، به گزارش خبرگزاری آنا در تاریخ ۲۷ اردیبهشت ماه سال ۹۵، در جلسه هیئت دولت به تاریخ ۲۶ اردیبهشت ماه سال ۹۵، با ریاست عبدالرضا همتی برای بیمه مرکزی موافقت شد.,اولین فیش حقوق‌های نجومی در زمان ریاست همتی در بیمه مرکزی بوده است.,افشای فیش‌های حقوقی نجومی: بازگویی ماجراهای سال ۹۵,استعفای رئیس کل بیمه مرکزی و افشای فیش‌های حقوقی نجومی در خرداد ۹۵ آغاز شد.,رضا سیفی: اولین فیش حقوقی نجومی در خرداد ۹۵ منتشر شد.,اولین فیش حقوقی نجومی در خرداد ۹۵ از زمان ریاست امین منتشر شد,اولین فیش حقوقی نجومی در زمان دولت احمدی‌نژاد، در زمان حضور همتی در وزارت اقتصاد منتشر شد.
شرح ادعا کاربری در ایکس مدعی شده که مقامات شهر سانفرانسیسکو در آمریکا، در آستانه سفر رییس جمهور چین به این کشور، با هزینه 53 میلیون دلار  نسبت به جمع‌آوری بی‌خانمان‌ها و نظافت و بازسازی ظاهر شهر اقدام کرده‌اند. نتیجه بررسی شهر سانفرانسیسکو به دلیل میزبانی از نشست سران سازمان همکاری آسیا-پاسیفیک، نظافت و بازسازی شده و عدد ۵۳ میلیون دلار نیز مربوط به پیش‌بینی شهردار از میزان سود حاصل از این نشست برای شهر سانفرانسیسکو است؛ بنابر این ادعای این کاربر نادرست است. طبق گزارش فاکس‌نیوز، دیلی‌میل و سایت سازمان همکاری آسیا-پاسیفیک : • مقامات سانفرانسیسکو در آستانه برگزاری نشست سران سازمان همکاری آسیا-پاسیفیک اقدام به نظافت شهر و جمع‌آوری بی‌خانمان‌ها از سطح این شهر کرده‌اند. • طبق گزارش دیلی‌میل ، پلیس سانفرانسیسکو بی‌خانمان‌ها را از محل استقرارشان بیرون کرده و وسایل آن‌ها را به ماشین‌های حمل زباله انداخته است. • علاوه بر نظافت شهر، بعضی از میدان‌ها و بخش‌های متروکه نیز به پارک اسکیت برد، فضای بازی و کافه تبدیل شده‌‌اند. • شهردار سانفرانسیسکو گفته این نشست حدود 53 میلیون دلار پول وارد اقتصاد محلی سانفرانسیسکو خواهد کرد.,شهر سانفرانسیسکو به‌دلیل سفر رئیس‌جمهور چین، با هزینه ۵۳ میلیون دلار بازسازی شد,تبلیغات گسترده قبل از سفر رئیس جمهور چین، ادعای نادرست ۵۳ میلیون دلاری را به دنبال داشت,شهرداری سانفرانسیسکو با سرمایه‌گذاری 53 میلیون دلار، شهر را برای نشست سران آسیا-پاسیفیک بازسازی و تزیین کرده است.,سانفرانسیسکو با هزینه 53 میلیون دلار برای میزبانی نشست سران آسیا-پاسیفیک بازسازی شد,مقامات سانفرانسیسکو ۵۳ میلیون دلار برای بهبود ظاهر شهر صرف کرده‌اند,برای میزبانی از نشست سران سازمان همکاری آسیا-پاسیفیک، شهرداری سانفرانسیسکو ۵۳ میلیون دلار هزینه کرد
شرح ادعا روزنامه ایران در ایکس، با انتشار ویدئویی ادعا کرده که رکورد تک رقمی شدن نرخ بیکاری و رسیدن آن به زیر ۹ درصد در دولت سیزدهم رقم خورده است. نتیجه بررسی بنا به گزارش سایت مرکز آمار ایران، نرخ بیکاری در سال‌های ۹۹ و ۱۴۰۰، یعنی در دو سال پایانی روحانی) به ترتیب ۹.۶ و ۹.۲ درصد بوده است. یعنی در دولت روحانی نیز نرخ بیکاری تک رقمی بوده‌است. این نرخ در سال‌‌های ۱۴۰۱و ۱۴۰۲(دولت رئیسی) به ترتیب به ۹و ۸.۱ درصد رسیده است. بنابراین ادعای رکورد کاهش نرخ بیکاری در دولت رئیسی درست است اما در دوسال پایانی دولت روحانی نیز نرخ بیکاری تک رقمی بوده، پس این ادعا نیمه درست ارزیابی می‌شود. نرخ بیکاری در دولت روحانی و رئیسی,در ۲۵ سال اخیر رکورد تک رقمی شدن نرخ بیکاری و رسیدن آن به زیر ۹درصد، در دولت شهید رئیسی رقم خورده است,رکورد بیکاری زیر ۹ درصد: بررسی دقیق ادعای دولت رئیسی,کاهش نرخ بیکاری به زیر ۹ درصد در دولت سیزدهم، با توجه به عملکرد دولت‌های پیشین نیز محقق شده است.,رکورد تک رقمی شدن نرخ بیکاری در دولت سیزدهم ادعایی است.,رکورد تک رقمی شدن نرخ بیکاری در دولت رئیسی ادعای نادرستی است.,رکورد کاهش نرخ بیکاری در جهانگیری زده شد
شرح ادعا عبدالله گنجی و برخی خبرگزاری‌ها مدعی شده‌اند که گوگل‌مپس، نام خلیج مکزیک را در نقشه، در پی تصمیمات ترامپ، به خلیج آمریکا تغییر داد. نتیجه بررسی یک سرچ ساده در گوگل‌مپس نشان می‌دهد که نام این منطقه، همچنان خلیج مکزیک است. ترامپ در روز اول کار خود، فرمان اجرایی تغییر نام خلیج مکزیک را اعلام کرده بود. گوگل در توییتی اعلام کرده است که طبق رویه قبلی خود، زمانی که در منابع رسمی نام منطقه تغییر یابد، آن را تغییر خواهد داد؛ اما این تغییر صرفا برای کاربران ایالات متحده است. به گزارش فوربز نیز؛ اگر چنین تغییراتی هم صورت بگیرد، تنها در حیطه ایالات متحده قابل اجرا خواهد بود؛ یعنی برای کاربران ایالات متحده در گوگل، نام خلیج آمریکا و برای کاربران مکزیکی، نام خلیج مکزیک نمایش داده خواهد شد. کابران سایر نقاط جهان نیز، هر دونام را خواهند دید. از آنجا که گوگل هنوز این تغییرات را اعمال نکرده و اگر انجام بشود نیز، برای تمام مردم جهان نیست، این ادعا نیمه‌نادرست است.,گوگل‌مپ، نام خلیج مکزیک را در نقشه به خلیج آمریکا تغییر داد,تغییر نام خلیج مکزیک در گوگل‌مپز: ادعاها در مقابل واقعیت,گوگل‌مپس نام خلیج مکزیک را تغییر نداد و همچنان به نام اصلی خود ادامه می‌دهد.,گوگل‌مپس همچنان خلیج مکزیک را به عنوان نام این منطقه نشان می‌دهد.,گوگل‌مپس همچنان خلیج مکزیک را در نقشه نشان می‌دهد.,گوگل خلیج مکزیک را در نقشه به نام خلیج آمریکا خواند
شرح ادعا کاربری در ایکس ادعا کرده است که مسعود پزشکیان، وزیر وقت بهداشت، درباره‌ اظهارات مادر زهرا كاظمي مبني بر وجود آثار جراحت بر بدن دخترش گفت با توجه به آن چه ما از جسد ديديم، چنين چيزی واقعيت ندارد. کبودی‌های بدن او به دلیل تزریق دارو بود. نتیجه بررسی براساس متن كامل گزارش هيات ويژه رييس جمهوري براي رسيدگي به مسئله زهرا كاظمي در سال 1382 : ساعت 20:30 مورخ 82/4/23 جلسه كميته كارشناسي در دفتر وزير ارشاد برگزار شد و در آن دكتر پزشكيان، وزير بهداشت، نتيجه مشاهدات و بررسي‏هاي تخصصي خود را همراه با نتايج گزارش سه گروه تخصصي مستقل شامل متخصصان جراحي مغز و اعصاب، گوش و حلق و بيني و نيز چهار تن از كارشناسان رسمي پزشكي قانوني، به اطلاع اعضا رسانيد. بر اساس گزارش وي مرگ خانم كاظمي بر اثر ضربه به جمجمه و خونريزي حاصل از آن به وقوع پيوسته و اين ضربه موجب ايجاد شكستگي خطي در جمجمه شده است. در اين گزارش تصريح شده است علت فوت شكستگي جمجمه و خونريزي مغزي به خاطر برخورد جسم سخت به سر يا برخورد سر به جسم سخت مي‏باشد. بنابراین، پزشکیان تایید کرده است که مرگ زهرا کاظکی بر اثر ضربه به جمجمه بوده است.,پزشکیان وجود آثار جراحت بر بدن زهرا کاظمی را تکذیب کرده بود,پزشكيان: ادعاي جراحت در جسد زهرا كاظمي بي‌اساس,مسعود پزشکیان تأیید کرد مرگ زهرا کاظمی ناشی از ضربه به سر بوده است.,پزشكيان مدعی شد کبودی زهرا كاظمي ناشی از تزریق دارو بوده است.,مسعود پزشکیان اعلام کرده است کبودی بدن زهرا کاظمی ناشی از تزریق دارو بوده است.,پزشکیان گفته بود که آثار جراحت روی بدن زهرا کاظمی دیده می‌شود، اما حالا با توجه به آنچه ما از جسد دیدیم، ادعا می‌کند که این موضوع بی‌اساس
شرح ادعا پیمان فلسفی، نایب‌رئیس کمیسیون کشاورزی مجلس در گفتگویی که با نود اقتصادی داشت، مدعی شد که عربستان سعودی امروز تبدیل به بزرگ‌ترین صادرکننده گندم جهان تبدیل شده است. نتیجه بررسی بررسی آمارهای منتشر شده در وب‌سایت worldpopulationreview و وب‌سایت وزارت کشاورزی آمریکا در مورد میزان صادرات گندم در سال‌های ۲۰۲۴و ۲۰۲۵ نشان می‌دهد که: کشورهای روسیه، استرالیا، آرژانتین، کانادا و اوکراین از جمله بزرگ‌ترین صادرکنندگان گندم در دنیا هستند. در میان بزرگ‌ترین صادرکنندگان گندم دنیا اسمی از عربستان سعودی ذکر نشده است. آخرین آمار رسمی منتشر شده از میزان صادرات گندم توسط عربستان، مربوط به سال ۲۰۲۲ است که این کشور حدود ۱۰۰ تن گندم صادر کرده است. بنابراین، بررسی آمارهای مربوط به میزان صادرات گندم نشان می‌دهد که عربستان جزو بزرگ‌ترین صادرکنندگان گندم در جهان نیست و ادعای فوق نادرست است.,نایب رئیس کمیسیون کشاورزی مجلس: عربستان بزرگ‌ترین صادرکننده گندم جهان شده است,تبدیل ادعای عربستان به بزرگ‌ترین صادرکننده گندم جهان رد شد,ادعای نایب‌رئیس مجلس درباره صعود عربستان سعودی به بزرگ‌ترین صادرکننده گندم، بی‌اساس است.,عربستان سعودی بزرگ‌ترین صادرکننده گندم جهان نیست.,عربستان سعودی امروز بزرگ‌ترین صادرکننده گندم جهان نیست.,عربستان امروز تبدیل به بزرگ‌ترین صادرکننده گندم جهان شده است
"خلاصه گزارش در تماس تلفنی فکت‌یار با خانم دکتر مینو محرز، ایشان فرموند که: ١- ایران امکان خرید واکسن‌های از نوع واکسن کوویدـ19 از نوع (mRNA) را داشته است، اما تصمیمی برای خرید نداشته است. ٢- توان تولید واکسن دوظرفیته در کشور وجود دارد، اما به‌دلیل تغییرات مستمر ویروس و پیدایش سویه‌های جدید، تولید واکسن دوظرفیتی صرفه اقتصادی ندارد. همچنین خانم دکتر محرز اخیرا در یک برنامه تلویزیونی فرمودند که “واکسن برای جلوگیری از ابتلا نیست و فقط یک مقدار ایمنی بدن را بالا می‌برد … از اول هم هیچ واکسنی برای این [جلوگیری از ابتلا] نبود”. شرح گزارش در روزهای اخیر شاهد شیوع مجدد کرونا و افزایش تعداد مبتلایان و فوتی ها در جهان هستیم. در همین راستا، کاربری در توییتر ادعا کرد: «مردم ایران هیچ‌وقت به واکسن کوویدـ19 از نوع (mRNA) دسترسی نداشتند. الان هم به واکسن دو ظرفیتی شامل (BA.4/BA5) دسترسی ندارند» (تصویر زیر). توییت کاربر مبنی بر عدم دسترسی مردم ایران به واکسن کووید-۱۹ از نوع mRNA (واکسن ارجح برای دز بوستر) ویروس کرونا در چند سال گذشته به مهمترین چالش در تمامی کشور ها تبدیل شده است. از زمان ظهور این بیماری تا 17دی 1401 طبق آمار سازمان بهداشت جهانی (who) حدود 657 میلیون مورد جدید ابتلا به کرونا گزارش شده است و  بیش از 13 میلیارد دوز واکسن نیز تزریق شده است (تصویر زیر). آمار واکسن و مرگ میر کرونا تا تاریخ 17 دی 1401 طبق آمار سازمان بهداشت جهانی (who) https://covid19.who.int طبق آمار سازمان بهداشت جهانی (who)، ایران نیز تا ابتدای سال 2023، 144,696 فوتی و 154,773,070 دوز واکسن تزریق کرده است (تصویر زیر). آمار واکسن و مرگ میر کرونای ایران تا تاریخ 17 دی 1401 طبق آمار سازمان بهداشت جهانی (who) منبع : www.covid19.who.int واکسن mRNA واکسن RNA یا واکسن mRNA،  گونه‌ای واکسن است که از نسخه یک ماده شیمیایی طبیعی به نام آران‌ای پیام‌رسان (mRNA) برای ایجاد پاسخ ایمنی استفاده می‌کند. در میان روش‌های درمانی RNA، واکسن‌های mRNA، به‌عنوان واکسن‌هایی برای کووید ۱۹، به میزان چشمگیری مورد استقبال قرار گرفته‌ شد. واکسن کووید-۱۹ مدرنا (mRNA) و واکسن کووید-۱۹ فایزر-بیوان‌تک (BN2)‏ دو واکسن از نوع (mRNA) است که FDA  آن‌ها را تایید کردند (تصویر زیر). تعریف واکسن mRNA   و واکسن فایزر و مدرنا از نوع واکسن mRNA در ویکی‌پدیا منبع: wikipedia.org تعریف واکسن mRNA   و واکسن فایزر و مدرنا از نوع واکسن mRNA در ویکی‌پدیا منبع: wikipedia.org تعریف واکسن های دو ظرفیتی کووید-19 ویروسی که باعث COVID-19 می شود در طول زمان تغییر می کند. با دریافت دوز تقویت کننده دو ظرفیتی واکسن کووید-۱۹، بدن در برابر کووید-۱۹ محافظت می‌شود. واکسن‌های دو ظرفیتی COVID-19 شامل یک جزء از سویه ویروس اصلی برای ایجاد محافظت گسترده در برابر COVID-19 و یک جزء از نوع (omicron) برای ارائه محافظت بهتر در برابر COVID-19 ناشی از نوع omicron است. این همان تعریف واکسن‌های دو ظرفیتی کووید-۱۹ است که حاوی این دو جزء هستند. واکسن دو ظرفیتی کووید-19 به عنوان دوز تقویت کننده واکسن کووید-19 نیز گفته می‌شود (تصویر زیر). تعریف واکسن دوظرفیتی در FDA منبع: www.fda.gov. واکسن های دو ظرفیتی کووید-19 تایید شده FDA به عنوان دوز تقویت کننده FDA  فرمول‌های دو ظرفیتی واکسن‌های کووید-19 مدرنا (Moderna) و فایزر-بیون‌تک (Pfizer-BioNTech) را برای استفاده به‌عنوان یک دوز تقویت‌کننده مجاز کرده است (تصویر زیر). وزارت بهداشت انگلیس نیز واکسن دو ظرفیتی و اولین واکسن تقویت‌کننده کووید-۱۹را که اثر بخشی خوبی به (BA.5 و BA.4) Omicron دارد نیز تایید کرده است (تصویر زیر). واکسن های دو ظرفیتی کووید-19تایید شده FDA منبع: www.fda.gov واکسن مدرنا اثربخشی به (BA.4 و BA.5) Omicron و مورد تایید وزارت بهداشت انگلیس منبع: www.gov.uk اثربخشی واکسن‌های کووید-19 در تازه‌ترین پژوهش در ژورنال (Biomedical Science) آمده است که واکسن‌های کوید-۱۹ در جلوگیری از بستری شدن و شدت بیماری و مرگ موثر بوده‌اند. واکسن‌های مدرنا (Moderna) و فایزر(Pfizer) به ترتیب ۹۳٪ و ۹۱٪ اثربخشی در جلوگیری از بستری شدن و مرگ دارند. در این پژوهش نیز برای واکسن‌ آسترازنکا (AstraZeneca) و  سینوفارم (Sinopharm) به ترتیب ۷۴٪ و ۷۸٪ اثر بخشی ثبت شده است ( تصویر زیر). اثربخشی واکسن‌های مختلف کرونا در ژورنال (Biomedical Science) منبع: jbiomedsci.biomedcentral.com با تماس مستقیم فکت‌یار با دکتر مینو محرز، عضو کمیته علمی ستاد ملی مقابله با کرونا و مسئول ارزیابی علمی واکسن کرونای تولید ایران در دوره‌ی کرونا، تایید شد که ایران امکان خرید واکسن‌های از نوع واکسن کوویدـ19 از نوع (mRNA) را داشته است، اما تصمیمی برای خرید نداشته است. دکتر مینو محرز در ادامه بیان کرد توان تولید واکسن دوظرفیته در کشور وجود دارد، اما به‌دلیل تغییرات مستمر ویروس و پیدایش سویه‌های جدید، تولید واکسن دوظرفیتی صرفه اقتصادی ندارد. همچنین خانم دکتر محرز اخیرا در یک برنامه تلویزیونی فرمودند که “واکسن برای جلوگیری از ابتلا نیست و فقط یک مقدار ایمنی بدن را بالا می‌برد … از اول هم هیچ واکسنی برای این [جلوگیری از ابتلا] نبود” (تصویر زیر). گفتگوی خانم دکتر محرز در برنامه تلویزیونی مبنی بر واکسن برای جلوگیری از ابتلا نیست منبع: www.hamshahrionline.ir",مردم ایران هیچ‌وقت به واکسن کوویدـ19 از نوع (mRNA) دسترسی نداشتند. در حال حاضر نیز به واکسن دوظرفیتی (omicron) دسترسی ندارند.,واکسن کرونا: چالش دسترسی و ادعاهای محرز,ایران امکان خرید واکسن‌های mRNA را داشت، اما تولید واکسن دوظرفیتی به دلیل صرفه اقتصادی و تغییرات ویروس، بی‌اثر بود.,ایران امکان خرید واکسن‌های mRNA را داشته، اما تولید واکسن دوظرفیتی صرفه اقتصادی ندارد.,ایران هیچ‌گاه به واکسن کووید-19 از نوع mRNA دسترسی نداشته است.,مردم ایران به واکسن کووید-۱۹ از نوع mRNA دسترسی ندارند
شرح ادعا کاربری در ایکس ادعا کرده است که در 150 سال گذشته هیچ استیضاحی در آمریکا نشده اما در 23سال 20 استیضاح در ایران شده است. نتیجه بررسی در ۲۳ سال گذشته در ایران، یعنی از سال ۱۳۸۰ تا ۱۴۰۳، ۱۹ وزیر استیضاح شده‌ و ۸ نفر از آن‌ها نتوانستند رای اعتماد مجلس را به دست بیاورند و برکنار شدند. در آمریکا نیز، ترامپ دوبار در سال‌های ۲۰۱۹ و ۲۰۲۱ توسط مجلس نمایندگان استیضاح شد. بیل کلینتون هم در سال ۱۹۹۸استیضاح شده بود؛ اما هردو تبرئه شدند و استیضاح منجر به برکناری مقامات دولتی آمریکا نشد. بنابراین، ادعای استیضاح ۲۰ وزیر در ۲۳ سال ایران درست و ادعای عدم استیضاح در آمریکا، نادرست است؛ اما به صورت کلی تعداد بیشتری در ایران از طریق استیضاح برکنار شده‌اند، درحالی‌که در آمریکا برکناری اتفاق نیفتاده است. توجه: نکته قابل توجه این است که ساز و کارهای استیضاح در ایران و آمریکا متفاوت است: در آمریکا، مقام استیضاح‌‌شده برای برکناری، نیاز به اکثریت دو سوم رای دارد. در ایران، برای برکناری وزیر، اکثریت مطلق نمایندگان حاضر در جلسه (بیش از ۵۰ درصد) باید به عدم کفایت وزیر رای دهند.,در ۱۵۰ سال گذشته هیچ استیضاحی در آمریکا نشده؛ اما در ۲۳ سال ۲۰ استیضاح در ایران شده است,مقایسه استیضاح در ایران و آمریکا: حقایق و تفاوت‌ها,استیضاح در ایران: ۱۹ وزیر در ۲۳ سال برکنار شده‌اند، در حالی که آمریکا سابقه چنین عملی ندارد.,در ۲۳ سال گذشته ۱۹ وزیر در ایران استیضاح شده‌اند، در حالی که در آمریکا استیضاح بی‌ثمر بوده است.,در ایران ۱۹ وزیر در ۲۳ سال گذشته از طریق استیضاح برکنار شده‌اند.,در ۱۰۰ سال گذشته در آمریکا هیچ استیضاح رسمی نشده اما در ۲۳ سال گذشته ۲۰ وزیر در ایران استیضاح شده‌اند
شرح ادعا: کاربری در شبکه اجتماعی ایکس مدعی شده که واگذاری کوه‌های آرارات توسط رضاشاه باعث ایجاد مرز زمینی بین ترکیه و نخجوان آذربایجان شده و بر اساس این موضوع، کریدور زنگزور می‌تواند آذربایجان را مستقیماً به ترکیه متصل کند. نتیجه بررسی ادعا: بر اساس اسناد مرکز بررسی اسناد تاریخی، معاهده تعیین خط سرحدی بین ایران و ترکیه در سال ۱۳۱۰ هجری شمسی (دوران حکومت رضاشاه) امضا شد. طبق این قرارداد، منطقه «آرارات کوچک» و محدوده «قره‌سو» به ترکیه واگذار شد که به‌واسطه آن مرز زمینی بین ترکیه و نخجوان شکل گرفت. در مقابل، منطقه‌های محل مناقشه «قطور» و «دره بارژگه» به ایران واگذار شد. مناقشات مرزی ایران و ترکیه از سال ۱۳۰۲ با اقدام ترکیه جهت اعمال حاکمیت بر منطقه آغاز شد، به‌خصوص به منظور مقابله با نیروهای کرد در آرارات. این اختلافات ادامه داشت تا سال ۱۳۰۹ که قشون ترکیه با موافقت ایران از مرزهای این کشور عبور و مناطقی را به طور موقت اشغال کرد. سرانجام در ۳ بهمن ۱۳۱۰، معاهده تعیین خط سرحدی بین ایران و ترکیه در تهران به امضا رسید و در خرداد ۱۳۱۱ توسط مجلس شورای ملی تصویب گردید. مطابق این معاهده، منطقه‌های «آرارات کوچک» و «قره‌سو» که اتصال ترکیه به نخجوان را فراهم می‌کنند به ترکیه واگذار و در مقابل «دره بارژگه» و منطقه مورد مناقشه «قطور» به ایران بازگردانده شد. در نتیجه، ترکیه به موجب این قرارداد بر منطقه قره‌سو مسلط شد و مرز زمینی میان ترکیه و نخجوان ایجاد گردید. بنابراین ادعای مطرح شده درست ارزیابی می‌شود. حدود نواحی جدا شده در محدوده آرارات کوچک و قره‌سو امریه وزارت جنگ به امیرلشکر شمال غرب درباره مقابله با تجاوز نظامی ترکیه,واگذاری کوه‌های آرارات به ترکیه در زمان رضاشاه موجب ایجاد مرز زمینی بین ترکیه و نخجوان شد,واگذاری کوه آرارات: ریشه‌های مناقشه مرزی ایران و ترکیه,واگذاری کوه‌های آرارات توسط رضاشاه، مرز ترکیه و نخجوان را ایجاد کرد و کریدور زنگزور را ممکن ساخت.,واگذاری کوه‌های آرارات به ترکیه، مسیر زنگزور را برای آذربایجان باز می‌کند,"واگذاری کوه‌های آرارات توسط رضاشاه، مرز ترکیه و نخجوان را
ایجاد کرد.",واگذاری کوه‌های آرارات توسط رضاشاه باعث ایجاد مرز زمینی بین ترکیه و نخجوان شده و کریدور زنگزور می‌تواند آذربایجان را مستقیماً به ترکیه متصل کند
شرح ادعا توییتر اعتمادآنلاین ادعا کرده است که داریوش مهرجویی بیش از ۲۵ فیلم ساخت که ۷ فیلم او دچار توقیف شدند. در مجموع نزدیک به ۲۸ سال فیلم‌های او توقیف بوده و اجازه اکران نداشتند. نتیجه بررسی • بر اساس اطلاعات بانک جامع اطلاعات سینمای ایران ، کتاب مجموعه مقالات در معرفی و نقد آثار داریوش مهرجویی، IMBD و ایسنا : • مهرجویی۲۴ فیلم بلند سینمایی، یک فیلم نیمه بلند (طهران روز‌های آشنایی، ۱۳۸۸)، یک مستند داستانی (سفر به سرزمین آرتور رمبو، ۱۳۶۲)، یک مستند (همه‌دانا، ۱۳۹۰) و پنج فیلم کوتاه (ایثار، انفاق، پیوند کلیه، اورژانس تهران و فرش و فرشته) ساخت. • فیلم سینمایی «الموت» (۱۳۵۵) با تهیه‌کنندگی تلویزیون ملی و بازیگری عزت‌الله انتظامی و ژیلا کاظمی ساخته شد. نگاتیوهای این فیلم مفقود شد و هیچ گاه پیدا نشد. • داریوش مهرجویی جمعا ۳۳ فیلم ساخت، ۶ فیلم او توقیف شد، یکی از فیلم‌ها مفقود شد و در مجموع فیلم‌های او ۲۸ سال توقیف بوده‌اند. • دو فیلم «گاو» و «دایره‌ی مینا» قبل از انقلاب و چهار فیلم دیگر بعد از انقلاب توقیف شدند. لیست فیلم‌های توقیف شده داریوش مهرجویی,مهرجویی بیش از ۲۵ فیلم ساخت که ۷ فیلم او توقیف شد,اعتراض مهرجویی به ۲۸ سال توقیف فیلم,فیلم‌های داریوش مهرجویی بیش از ۲۸ سال توقیف شده و برخی از آن‌ها به‌طور کامل ناپدید گشته‌اند.,داریوش مهرجویی: ۲۸ سال توقیف فیلم، ۶ فیلم توقیف‌شده و یک فیلم مفقود,داریوش مهرجویی ۳۳ فیلم ساخت و فیلم‌های او ۲۸ سال توقیف شدند,داریوش مهرجویی بیش از ۲۵ فیلم ساخت که ۷ فیلم آن دچار توقیف شد
